country,climate_zone,latitude,longitude,date,month,temperature,humidity,rainfall,wind_speed,crop_type,crop_susceptibility,historical_infestation,aphid_risk,country_encoded,climate_encoded,crop_encoded
Mexico,arid,24.6264,-103.5943,2020-07-29,7,27.2,49.1,22.3,3.9,Rice,0.6,0.334,0.012,22,0,4
Belgium,temperate,50.3866,4.8378,2023-05-13,5,31.1,69.7,72.9,6.7,Barley,0.7,0.406,0.004,3,3,0
Argentina,temperate,-37.4866,-63.6024,2020-05-22,5,26.3,68.2,111.5,7.2,Potato,0.4,0.098,0.0,0,3,3
Ukraine,temperate,47.7433,29.709,2023-08-21,8,17.0,75.5,78.0,7.9,Cotton,0.5,0.624,0.0,45,3,1
Japan,temperate,35.7343,138.4433,2023-03-15,3,15.7,47.3,54.7,3.4,Soybean,0.9,0.5,0.029,19,3,5
Kenya,tropical,0.1386,39.7845,2020-03-01,3,32.1,81.3,35.4,14.3,Barley,0.7,0.378,0.002,20,4,0
Vietnam,tropical,15.5203,108.9422,2023-06-29,6,28.5,60.4,49.7,1.4,Sugarcane,0.3,0.495,0.0,47,4,6
Sri Lanka,tropical,8.5701,80.6768,2021-04-05,4,28.1,93.1,20.5,4.5,Potato,0.4,0.507,0.0,39,4,3
Germany,temperate,52.5793,8.6162,2020-10-18,10,15.9,68.3,0.7,0.9,Cotton,0.5,0.359,0.0,13,3,1
USA,temperate,41.0888,-97.1244,2020-04-17,4,25.8,76.2,86.3,4.1,Wheat,0.8,0.783,0.002,44,3,7
Turkey,temperate,39.2905,34.9557,2022-11-20,11,2.2,73.3,15.8,16.3,Maize,0.7,0.584,0.0,42,3,2
India,tropical,20.9259,78.6113,2021-05-20,5,28.7,81.7,100.8,2.6,Cotton,0.5,0.404,0.042,15,4,1
Kenya,tropical,-1.6019,39.4782,2023-08-01,8,21.7,88.2,290.5,0.2,Barley,0.7,0.411,0.0,20,4,0
Nepal,highland,28.6646,83.4954,2022-07-21,7,15.2,63.3,13.1,12.4,Wheat,0.8,0.086,0.026,24,2,7
Thailand,tropical,14.8733,102.625,2022-09-28,9,21.5,64.3,182.4,7.2,Potato,0.4,0.585,0.033,41,4,3
Norway,continental,58.9499,6.8487,2021-07-07,7,29.7,46.4,95.1,18.7,Barley,0.7,0.537,0.038,28,1,0
Pakistan,arid,29.0431,70.3701,2022-04-28,4,18.6,30.1,29.5,29.7,Rice,0.6,0.354,0.059,29,0,4
Turkey,temperate,39.3633,34.0947,2021-12-30,12,11.6,77.2,125.8,8.7,Sugarcane,0.3,0.688,0.0,42,3,6
Vietnam,tropical,13.8673,110.2476,2021-11-26,11,26.7,88.3,50.8,4.5,Sugarcane,0.3,0.756,0.044,47,4,6
Netherlands,temperate,51.6741,4.553,2021-08-01,8,26.1,70.8,83.3,8.2,Maize,0.7,0.403,0.038,25,3,2
China,temperate,37.7452,104.8881,2020-01-07,1,2.9,73.0,126.9,5.6,Maize,0.7,0.327,0.043,7,3,2
France,temperate,45.6741,3.4251,2020-12-16,12,7.7,46.9,120.3,12.3,Rice,0.6,0.324,0.023,12,3,4
Portugal,temperate,41.3926,-9.8573,2023-02-27,2,11.3,43.7,66.6,10.4,Sugarcane,0.3,0.492,0.0,33,3,6
Ghana,tropical,6.2942,-2.4372,2020-02-17,2,25.8,76.9,18.0,2.9,Barley,0.7,0.832,0.111,14,4,0
China,temperate,35.2466,105.708,2020-07-08,7,27.8,83.0,119.6,2.0,Potato,0.4,0.336,0.0,7,3,3
Malaysia,tropical,5.9703,101.6641,2021-11-09,11,20.5,61.2,76.2,0.4,Wheat,0.8,0.505,0.017,21,4,7
Mexico,arid,25.485,-100.5463,2022-02-11,2,15.1,40.7,16.9,5.2,Cotton,0.5,0.28,0.045,22,0,1
Pakistan,arid,29.1334,69.9617,2023-10-22,10,31.0,25.9,9.2,13.2,Cotton,0.5,0.46,0.036,29,0,1
Ghana,tropical,9.2767,-2.1551,2020-03-06,3,33.3,82.3,78.9,6.5,Soybean,0.9,0.797,0.0,14,4,5
Australia,temperate,-25.2663,134.6283,2022-03-12,3,9.4,81.8,127.5,9.0,Rice,0.6,0.362,0.042,1,3,4
Bangladesh,temperate,25.0171,88.6526,2022-10-16,10,3.6,55.6,148.0,10.0,Cotton,0.5,0.443,0.0,2,3,1
Japan,temperate,37.9591,140.0594,2022-02-14,2,15.8,73.8,6.1,12.7,Potato,0.4,0.511,0.086,19,3,3
Japan,temperate,34.6779,138.1312,2022-08-03,8,24.0,71.8,130.8,9.8,Barley,0.7,0.405,0.0,19,3,0
Iran,arid,30.9443,52.371,2020-08-04,8,26.9,13.6,10.5,24.9,Wheat,0.8,0.42,0.031,17,0,7
Malaysia,tropical,4.9472,100.5407,2020-12-04,12,21.5,91.1,6.6,7.9,Cotton,0.5,0.453,0.015,21,4,1
Thailand,tropical,17.6677,100.8359,2022-10-29,10,23.7,74.1,11.4,0.2,Sugarcane,0.3,0.572,0.021,41,4,6
Indonesia,tropical,-0.9691,115.6021,2023-09-26,9,33.0,79.4,129.8,9.5,Barley,0.7,0.566,0.021,16,4,0
Nepal,highland,29.9559,82.9997,2022-07-05,7,23.9,88.6,185.4,10.4,Sugarcane,0.3,0.138,0.0,24,2,6
Egypt,arid,28.2178,31.9413,2022-10-03,10,29.8,38.7,6.5,28.3,Potato,0.4,0.061,0.043,9,0,3
Indonesia,tropical,-2.2157,112.8337,2020-01-15,1,24.9,73.9,79.0,13.2,Maize,0.7,0.593,0.02,16,4,2
Netherlands,temperate,52.8583,4.8088,2021-05-06,5,15.9,48.9,28.0,3.7,Wheat,0.8,0.371,0.069,25,3,7
Colombia,highland,2.9062,-75.6348,2023-01-14,1,12.4,72.0,104.8,14.7,Soybean,0.9,0.172,0.0,8,2,5
Italy,temperate,42.1324,11.0953,2020-06-08,6,26.7,78.3,37.2,13.2,Soybean,0.9,0.085,0.002,18,3,5
South Korea,temperate,36.476,127.8958,2022-11-04,11,-1.6,82.9,34.8,10.9,Wheat,0.8,0.374,0.0,37,3,7
Egypt,arid,25.3846,29.4955,2021-03-30,3,41.4,31.4,11.2,28.0,Wheat,0.8,0.127,0.047,9,0,7
Sweden,continental,60.019,16.9441,2020-01-09,1,8.5,62.8,27.9,8.2,Potato,0.4,0.411,0.001,40,1,3
Philippines,tropical,13.2779,123.5757,2021-02-25,2,32.6,71.4,59.6,8.2,Cotton,0.5,0.592,0.029,31,4,1
Belgium,temperate,52.615,3.8027,2020-11-01,11,0.7,47.7,76.1,2.2,Cotton,0.5,0.477,0.018,3,3,1
Ukraine,temperate,48.2112,32.201,2021-10-27,10,2.0,47.6,128.6,4.4,Barley,0.7,0.461,0.04,45,3,0
Russia,continental,61.3597,107.1605,2021-02-05,2,13.0,39.5,0.5,1.2,Sugarcane,0.3,0.5,0.035,34,1,6
UK,temperate,57.3827,-3.049,2021-08-14,8,21.1,46.6,106.2,15.0,Cotton,0.5,0.412,0.025,43,3,1
Malaysia,tropical,5.6032,100.4636,2022-10-12,10,33.2,75.2,36.9,12.5,Potato,0.4,0.319,0.0,21,4,3
Poland,temperate,53.8885,17.7805,2021-10-22,10,15.4,74.1,36.0,3.6,Cotton,0.5,0.44,0.03,32,3,1
Japan,temperate,35.0639,138.2189,2020-08-22,8,21.9,75.9,28.7,19.6,Potato,0.4,0.485,0.007,19,3,3
Russia,continental,61.278,105.8627,2020-12-07,12,-14.5,36.6,53.2,17.0,Cotton,0.5,0.396,0.0,34,1,1
Japan,temperate,36.2677,138.3592,2022-01-01,1,3.2,64.3,126.4,13.2,Rice,0.6,0.564,0.0,19,3,4
UK,temperate,56.9392,-2.8745,2020-08-08,8,18.9,60.9,90.0,5.1,Potato,0.4,0.227,0.0,43,3,3
Norway,continental,61.1537,6.9479,2020-05-14,5,28.5,51.9,96.5,11.5,Maize,0.7,0.435,0.016,28,1,2
China,temperate,36.6545,102.661,2020-12-05,12,2.3,55.4,96.6,3.1,Cotton,0.5,0.382,0.0,7,3,1
Thailand,tropical,14.2229,99.0009,2020-03-17,3,21.4,77.8,44.4,4.2,Potato,0.4,0.286,0.001,41,4,3
New Zealand,temperate,-39.282,176.711,2022-10-13,10,2.7,57.6,130.2,18.8,Potato,0.4,0.387,0.034,26,3,3
Canada,continental,55.6433,-107.9482,2020-08-01,8,20.0,44.8,39.6,13.1,Potato,0.4,0.386,0.0,5,1,3
Argentina,temperate,-38.5367,-65.5818,2021-03-01,3,20.8,66.4,131.7,5.1,Maize,0.7,0.09,0.0,0,3,2
Chile,temperate,-35.9001,-70.5632,2021-11-16,11,0.9,66.0,13.1,3.3,Maize,0.7,0.188,0.0,6,3,2
Australia,temperate,-25.9893,131.8556,2022-10-22,10,8.7,58.0,85.8,3.4,Barley,0.7,0.22,0.0,1,3,0
Chile,temperate,-34.0432,-71.0342,2022-09-07,9,22.5,53.2,80.6,0.4,Rice,0.6,0.361,0.0,6,3,4
Belgium,temperate,49.829,5.4137,2020-02-26,2,13.1,68.5,24.7,19.8,Barley,0.7,0.339,0.0,3,3,0
Sweden,continental,59.1644,20.4214,2023-10-13,10,5.0,58.3,29.9,16.5,Maize,0.7,0.731,0.0,40,1,2
Egypt,arid,27.2668,30.9121,2022-09-01,9,22.0,17.7,12.2,29.9,Cotton,0.5,0.282,0.048,9,0,1
France,temperate,45.7818,1.348,2020-10-20,10,14.4,72.1,45.7,10.2,Wheat,0.8,0.424,0.0,12,3,7
Egypt,arid,27.6396,28.8409,2021-03-08,3,38.7,43.9,4.5,5.1,Soybean,0.9,0.25,0.063,9,0,5
South Africa,temperate,-32.4037,21.779,2020-02-24,2,7.7,41.9,92.7,11.0,Sugarcane,0.3,0.389,0.006,36,3,6
Brazil,tropical,-12.5776,-51.7282,2021-05-17,5,25.7,87.7,218.7,11.0,Rice,0.6,0.447,0.005,4,4,4
USA,temperate,39.3349,-98.6986,2023-10-08,10,10.1,55.6,122.3,1.5,Wheat,0.8,0.431,0.034,44,3,7
Finland,continental,65.0147,24.8986,2021-08-19,8,12.0,71.1,42.3,14.2,Rice,0.6,0.238,0.033,11,1,4
Morocco,arid,29.9816,-8.3706,2022-11-30,11,33.9,18.9,29.2,17.0,Maize,0.7,0.288,0.003,23,0,2
Venezuela,highland,6.1082,-66.5087,2022-10-01,10,6.8,84.6,11.3,10.4,Soybean,0.9,0.366,0.0,46,2,5
India,tropical,19.0667,77.1968,2021-01-21,1,28.1,90.5,94.0,8.4,Sugarcane,0.3,0.632,0.041,15,4,6
UK,temperate,56.3772,-3.9104,2022-03-28,3,16.0,82.9,128.3,12.5,Cotton,0.5,0.44,0.0,43,3,1
Portugal,temperate,38.8185,-8.8461,2020-02-05,2,16.0,43.3,91.2,14.4,Cotton,0.5,0.366,0.0,33,3,1
Poland,temperate,51.6009,17.8517,2021-01-27,1,2.5,59.9,71.1,7.1,Maize,0.7,0.066,0.0,32,3,2
Mexico,arid,21.7782,-104.3481,2020-03-16,3,23.0,42.4,9.6,23.7,Maize,0.7,0.004,0.085,22,0,2
Saudi Arabia,arid,22.2205,46.2885,2021-11-29,11,42.9,48.5,6.5,25.3,Soybean,0.9,0.478,0.0,35,0,5
Germany,temperate,51.3762,11.2187,2020-08-11,8,22.6,77.8,39.9,13.1,Sugarcane,0.3,0.149,0.008,13,3,6
Ghana,tropical,9.665,-2.8604,2020-04-13,4,30.9,65.7,29.7,9.3,Cotton,0.5,0.731,0.008,14,4,1
Netherlands,temperate,51.1311,5.6087,2021-06-17,6,29.6,67.1,76.3,14.2,Soybean,0.9,0.444,0.0,25,3,5
Belgium,temperate,50.1288,3.3598,2023-05-03,5,19.6,80.4,127.3,16.9,Maize,0.7,0.454,0.051,3,3,2
Sri Lanka,tropical,6.3722,82.0745,2020-06-06,6,22.6,71.3,287.9,7.6,Sugarcane,0.3,0.508,0.0,39,4,6
Japan,temperate,37.1782,139.4269,2020-02-07,2,17.9,73.6,92.2,0.4,Rice,0.6,0.469,0.003,19,3,4
Australia,temperate,-26.7182,133.9283,2022-11-22,11,1.0,47.0,82.5,12.3,Potato,0.4,0.139,0.017,1,3,3
Australia,temperate,-25.9304,133.3402,2020-05-03,5,23.8,48.1,53.3,7.7,Soybean,0.9,0.397,0.032,1,3,5
USA,temperate,37.712,-97.187,2021-05-24,5,29.7,74.0,21.2,5.6,Maize,0.7,0.5,0.106,44,3,2
Australia,temperate,-24.9023,133.7528,2020-12-06,12,6.8,81.0,88.8,19.9,Cotton,0.5,0.138,0.0,1,3,1
Thailand,tropical,17.4138,101.0371,2021-09-19,9,31.5,65.6,33.2,13.9,Sugarcane,0.3,0.476,0.022,41,4,6
Chile,temperate,-36.9238,-70.9106,2021-02-27,2,17.4,78.7,115.9,1.0,Wheat,0.8,0.366,0.07,6,3,7
Saudi Arabia,arid,23.0473,43.413,2021-05-29,5,19.7,48.8,27.2,11.9,Sugarcane,0.3,0.229,0.044,35,0,6
Australia,temperate,-27.0522,132.8581,2021-12-30,12,8.3,43.9,74.0,8.8,Cotton,0.5,0.366,0.0,1,3,1
Nepal,highland,28.3846,83.4789,2022-12-01,12,17.5,66.1,117.5,7.1,Wheat,0.8,0.405,0.034,24,2,7
Peru,highland,-10.4927,-73.8544,2021-02-27,2,7.5,67.0,6.1,1.7,Barley,0.7,0.464,0.0,30,2,0
Colombia,highland,3.6747,-73.8168,2022-04-02,4,17.4,84.4,128.8,12.0,Maize,0.7,0.422,0.045,8,2,2
Norway,continental,62.1758,7.0331,2021-04-13,4,16.4,68.0,3.3,18.4,Potato,0.4,0.566,0.054,28,1,3
Morocco,arid,31.0005,-8.3714,2021-09-28,9,35.3,42.3,16.3,6.7,Barley,0.7,0.283,0.031,23,0,0
Malaysia,tropical,2.8222,99.978,2020-10-06,10,32.3,64.5,26.7,10.6,Sugarcane,0.3,0.358,0.033,21,4,6
Peru,highland,-9.852,-73.0526,2021-05-29,5,18.8,58.0,15.1,2.2,Soybean,0.9,0.403,0.174,30,2,5
Nigeria,tropical,8.7869,9.5917,2020-03-07,3,23.1,61.5,6.1,13.6,Potato,0.4,0.486,0.016,27,4,3
Canada,continental,54.9323,-106.1477,2022-09-17,9,2.2,72.4,18.1,8.2,Soybean,0.9,0.535,0.011,5,1,5
Venezuela,highland,6.6852,-68.3237,2020-05-11,5,21.2,62.3,141.5,8.7,Potato,0.4,0.431,0.005,46,2,3
Nepal,highland,27.0542,85.1048,2023-11-09,11,11.5,89.9,21.1,10.8,Rice,0.6,0.3,0.008,24,2,4
Pakistan,arid,30.4932,70.7657,2020-02-07,2,26.4,19.9,2.5,3.5,Soybean,0.9,0.25,0.11,29,0,5
Venezuela,highland,6.8935,-68.4311,2022-12-08,12,16.9,60.0,87.4,0.4,Maize,0.7,0.302,0.046,46,2,2
Canada,continental,55.3577,-107.7073,2022-06-02,6,28.8,54.7,40.2,18.3,Soybean,0.9,0.433,0.051,5,1,5
UK,temperate,55.3486,-2.2498,2020-11-05,11,4.4,76.2,72.9,0.9,Maize,0.7,0.557,0.041,43,3,2
Philippines,tropical,12.2621,122.6163,2020-11-29,11,25.4,73.7,51.5,6.7,Sugarcane,0.3,0.749,0.039,31,4,6
Finland,continental,62.8969,25.935,2021-12-05,12,-16.7,41.5,34.4,14.0,Potato,0.4,0.295,0.028,11,1,3
South Africa,temperate,-29.8189,23.1335,2023-05-07,5,19.3,42.8,91.9,17.1,Wheat,0.8,0.537,0.041,36,3,7
Vietnam,tropical,12.3128,109.2792,2021-06-03,6,22.6,76.3,60.7,7.0,Soybean,0.9,0.494,0.077,47,4,5
Colombia,highland,5.2175,-75.5888,2022-05-28,5,9.9,62.0,119.7,8.9,Wheat,0.8,0.455,0.012,8,2,7
Brazil,tropical,-12.7643,-49.919,2022-07-19,7,32.6,64.7,73.1,14.8,Barley,0.7,0.504,0.035,4,4,0
China,temperate,35.8408,104.8574,2021-08-09,8,26.5,72.1,24.7,1.7,Wheat,0.8,0.411,0.0,7,3,7
Pakistan,arid,30.7977,68.0794,2023-03-03,3,40.3,37.6,21.0,0.6,Cotton,0.5,0.432,0.003,29,0,1
Morocco,arid,31.7741,-6.4883,2022-07-12,7,44.4,28.3,20.7,24.3,Barley,0.7,0.426,0.006,23,0,0
China,temperate,36.5892,105.1696,2023-07-17,7,26.2,67.5,31.3,12.5,Soybean,0.9,0.098,0.0,7,3,5
France,temperate,44.8697,2.3876,2022-05-04,5,26.0,45.7,127.4,13.7,Barley,0.7,0.193,0.012,12,3,0
Australia,temperate,-25.8548,133.5281,2020-08-30,8,22.4,44.1,55.4,19.1,Potato,0.4,0.487,0.0,1,3,3
Sri Lanka,tropical,7.594,80.0723,2023-07-25,7,23.1,64.1,198.3,2.6,Potato,0.4,0.591,0.044,39,4,3
USA,temperate,37.7418,-98.4637,2022-12-21,12,10.9,54.3,110.2,7.8,Cotton,0.5,0.751,0.008,44,3,1
Nepal,highland,27.2117,82.8713,2022-03-13,3,16.0,70.1,165.5,5.1,Soybean,0.9,0.377,0.018,24,2,5
Norway,continental,61.3068,9.477,2022-12-03,12,-3.0,39.7,8.9,15.3,Soybean,0.9,0.701,0.0,28,1,5
Pakistan,arid,28.5234,70.5925,2020-08-30,8,26.0,19.5,11.9,8.0,Maize,0.7,0.384,0.053,29,0,2
Ukraine,temperate,48.5137,31.7976,2021-10-01,10,11.0,52.6,20.1,7.3,Cotton,0.5,0.417,0.0,45,3,1
Australia,temperate,-23.6401,133.2929,2020-08-17,8,26.3,44.7,98.0,9.4,Rice,0.6,0.15,0.004,1,3,4
Turkey,temperate,39.8589,34.9983,2020-10-28,10,16.1,41.4,53.6,12.1,Rice,0.6,0.522,0.0,42,3,4
Netherlands,temperate,52.0623,3.682,2023-12-05,12,0.4,43.7,10.2,12.8,Barley,0.7,0.403,0.0,25,3,0
Portugal,temperate,38.693,-7.4288,2023-09-25,9,14.1,80.9,130.3,6.9,Sugarcane,0.3,0.556,0.0,33,3,6
Canada,continental,56.1043,-104.8144,2021-09-25,9,19.2,56.1,90.2,22.6,Cotton,0.5,0.543,0.0,5,1,1
France,temperate,47.8805,1.8931,2023-08-20,8,27.8,63.3,71.3,1.3,Rice,0.6,0.224,0.009,12,3,4
Morocco,arid,30.9403,-8.4261,2020-07-30,7,23.6,15.1,19.5,26.7,Rice,0.6,0.211,0.007,23,0,4
Poland,temperate,51.0283,17.63,2021-07-18,7,30.1,46.9,9.6,6.0,Maize,0.7,0.152,0.04,32,3,2
Ethiopia,tropical,10.6246,42.4738,2021-07-10,7,26.3,72.0,156.4,3.8,Cotton,0.5,0.581,0.004,10,4,1
Venezuela,highland,7.7844,-65.6752,2020-02-23,2,15.2,50.3,1.0,11.2,Barley,0.7,0.467,0.075,46,2,0
Brazil,tropical,-13.4811,-53.3618,2020-08-02,8,27.2,91.8,108.5,7.1,Sugarcane,0.3,0.551,0.049,4,4,6
Chile,temperate,-34.5314,-71.8035,2023-04-15,4,18.3,54.3,15.0,18.7,Wheat,0.8,0.162,0.07,6,3,7
USA,temperate,39.4714,-96.7252,2022-09-04,9,22.8,46.4,61.6,9.9,Sugarcane,0.3,0.554,0.0,44,3,6
South Africa,temperate,-30.1388,23.3773,2020-10-08,10,7.5,55.5,111.1,19.7,Maize,0.7,0.71,0.0,36,3,2
Poland,temperate,53.3444,20.4649,2021-08-12,8,20.1,51.3,145.8,14.3,Barley,0.7,0.145,0.03,32,3,0
Malaysia,tropical,5.8027,100.5376,2023-09-14,9,30.3,80.2,275.9,3.4,Soybean,0.9,0.628,0.0,21,4,5
France,temperate,46.425,2.6051,2021-08-13,8,26.7,59.1,111.3,17.9,Maize,0.7,0.254,0.0,12,3,2
Vietnam,tropical,14.7651,109.2261,2020-03-03,3,30.8,90.5,89.3,11.9,Potato,0.4,0.752,0.0,47,4,3
Canada,continental,54.3533,-105.4974,2020-06-19,6,29.1,43.9,34.6,22.3,Sugarcane,0.3,0.603,0.0,5,1,6
Ukraine,temperate,48.2443,30.0133,2020-07-06,7,19.5,70.6,3.6,8.6,Wheat,0.8,0.714,0.115,45,3,7
Bangladesh,temperate,25.4184,89.1434,2022-03-17,3,8.9,73.1,48.8,8.0,Barley,0.7,0.547,0.0,2,3,0
India,tropical,19.294,78.2297,2021-04-27,4,20.1,67.7,63.6,0.9,Maize,0.7,0.483,0.08,15,4,2
Mexico,arid,22.5124,-103.0042,2023-12-15,12,27.9,26.4,10.8,1.4,Maize,0.7,0.065,0.022,22,0,2
Japan,temperate,37.1092,137.1112,2023-05-06,5,30.6,57.0,79.6,5.3,Cotton,0.5,0.745,0.043,19,3,1
Italy,temperate,41.3384,11.3697,2021-02-05,2,10.8,45.6,85.7,17.0,Sugarcane,0.3,0.262,0.026,18,3,6
Iran,arid,33.8607,54.9189,2023-12-18,12,45.0,45.6,14.9,2.8,Barley,0.7,0.531,0.032,17,0,0
Germany,temperate,52.2004,9.8601,2021-09-30,9,13.5,64.1,121.8,14.7,Cotton,0.5,0.107,0.0,13,3,1
Thailand,tropical,15.9283,99.5442,2021-05-26,5,26.8,82.5,234.9,12.5,Sugarcane,0.3,0.295,0.039,41,4,6
Pakistan,arid,30.6997,69.7278,2021-04-27,4,31.8,26.3,23.7,20.6,Soybean,0.9,0.198,0.04,29,0,5
Pakistan,arid,29.024,69.6868,2020-05-01,5,31.0,18.5,22.8,22.9,Barley,0.7,0.354,0.0,29,0,0
Portugal,temperate,38.3359,-10.1679,2023-03-10,3,13.1,74.3,51.8,4.7,Potato,0.4,0.255,0.02,33,3,3
Mexico,arid,23.1123,-101.4533,2023-04-19,4,42.6,39.0,2.0,14.3,Soybean,0.9,0.272,0.0,22,0,5
Philippines,tropical,11.0965,121.9314,2021-06-26,6,20.9,89.6,215.3,8.2,Potato,0.4,0.45,0.016,31,4,3
Poland,temperate,52.3176,17.5383,2020-07-22,7,29.0,70.5,129.9,7.3,Sugarcane,0.3,0.174,0.0,32,3,6
Indonesia,tropical,-2.1812,115.8589,2022-12-30,12,27.9,94.5,1.9,3.2,Wheat,0.8,0.517,0.0,16,4,7
China,temperate,35.4539,102.8267,2021-10-20,10,9.0,44.0,112.6,9.5,Potato,0.4,0.375,0.0,7,3,3
Italy,temperate,42.445,13.9123,2020-02-13,2,18.0,53.0,68.9,1.6,Sugarcane,0.3,0.068,0.02,18,3,6
Ghana,tropical,8.829,-2.0641,2023-09-25,9,30.6,90.6,68.5,3.9,Rice,0.6,0.497,0.05,14,4,4
Turkey,temperate,39.6664,34.7154,2021-02-20,2,14.2,50.7,37.2,17.5,Soybean,0.9,0.607,0.038,42,3,5
South Korea,temperate,36.8008,126.5134,2023-10-31,10,15.8,81.5,45.6,0.7,Barley,0.7,0.436,0.0,37,3,0
Saudi Arabia,arid,23.9253,46.4267,2021-03-01,3,29.0,27.7,2.2,15.3,Barley,0.7,0.405,0.05,35,0,0
Finland,continental,65.0097,27.3076,2023-06-28,6,37.0,30.5,46.6,18.4,Soybean,0.9,0.448,0.0,11,1,5
Australia,temperate,-23.965,131.9642,2023-10-07,10,6.7,77.4,68.1,10.3,Sugarcane,0.3,0.173,0.015,1,3,6
Colombia,highland,5.0166,-73.8213,2021-04-19,4,11.9,76.5,104.0,1.8,Wheat,0.8,0.496,0.049,8,2,7
Ukraine,temperate,48.1398,31.561,2021-05-20,5,19.3,77.3,8.1,15.0,Barley,0.7,0.535,0.136,45,3,0
Turkey,temperate,39.9055,35.6356,2020-08-09,8,14.5,52.0,10.2,8.4,Wheat,0.8,0.64,0.01,42,3,7
Brazil,tropical,-14.8387,-50.822,2023-12-25,12,30.5,93.1,6.1,0.9,Barley,0.7,0.501,0.043,4,4,0
Kenya,tropical,-0.5551,37.9749,2021-04-30,4,29.8,94.8,62.1,12.1,Barley,0.7,0.469,0.053,20,4,0
Philippines,tropical,13.6836,123.4969,2023-10-01,10,32.5,78.0,94.4,8.7,Sugarcane,0.3,0.525,0.031,31,4,6
Sweden,continental,61.997,18.5444,2023-03-10,3,18.4,43.5,88.9,0.9,Barley,0.7,0.561,0.054,40,1,0
Australia,temperate,-26.7254,134.4231,2023-03-22,3,16.9,73.6,25.9,0.2,Barley,0.7,0.417,0.126,1,3,0
Colombia,highland,3.8261,-73.3981,2020-07-16,7,18.2,51.8,95.3,14.6,Maize,0.7,0.348,0.0,8,2,2
Germany,temperate,49.6991,11.6382,2023-12-18,12,0.5,82.1,102.2,1.9,Potato,0.4,0.266,0.0,13,3,3
Argentina,temperate,-37.3455,-65.2775,2021-03-19,3,16.0,61.1,96.4,9.7,Maize,0.7,0.117,0.0,0,3,2
Japan,temperate,35.4491,137.5018,2023-03-19,3,22.2,79.9,107.3,6.2,Sugarcane,0.3,0.546,0.045,19,3,6
Morocco,arid,30.1913,-6.7412,2020-12-28,12,34.8,24.9,22.4,7.8,Maize,0.7,0.479,0.025,23,0,2
Peru,highland,-7.7653,-73.5576,2020-06-10,6,22.4,53.6,142.2,14.4,Rice,0.6,0.511,0.0,30,2,4
Australia,temperate,-24.925,132.5873,2021-02-02,2,15.1,62.2,38.8,7.8,Maize,0.7,0.251,0.055,1,3,2
New Zealand,temperate,-39.4937,174.4266,2023-05-21,5,27.8,50.3,86.4,4.8,Potato,0.4,0.353,0.0,26,3,3
Peru,highland,-9.1551,-73.3886,2023-08-14,8,12.3,60.1,58.6,5.5,Wheat,0.8,0.39,0.053,30,2,7
Belgium,temperate,52.1488,3.7194,2023-07-10,7,25.5,42.0,136.0,8.5,Potato,0.4,0.206,0.051,3,3,3
Indonesia,tropical,0.442,112.3246,2022-02-27,2,28.4,66.5,46.6,13.7,Wheat,0.8,0.62,0.052,16,4,7
Sri Lanka,tropical,6.7483,79.5135,2022-11-03,11,27.3,77.7,41.3,6.7,Wheat,0.8,0.319,0.042,39,4,7
Argentina,temperate,-38.8075,-62.3336,2023-06-16,6,28.5,67.4,22.3,6.4,Maize,0.7,0.359,0.028,0,3,2
Indonesia,tropical,-0.0173,115.0685,2022-09-02,9,23.0,74.4,159.6,7.2,Sugarcane,0.3,0.287,0.0,16,4,6
Japan,temperate,36.9568,138.0423,2023-02-23,2,14.7,49.0,73.5,19.8,Sugarcane,0.3,0.538,0.048,19,3,6
Kenya,tropical,-1.5347,38.8597,2020-11-17,11,22.1,75.3,30.9,7.0,Potato,0.4,0.509,0.0,20,4,3
Japan,temperate,36.2627,139.2459,2021-02-08,2,5.3,73.2,30.4,18.3,Maize,0.7,0.78,0.0,19,3,2
Portugal,temperate,39.4899,-7.8676,2020-09-20,9,19.3,63.0,15.1,5.8,Rice,0.6,0.498,0.0,33,3,4
Portugal,temperate,40.5454,-9.9463,2021-05-06,5,30.1,56.5,46.0,2.8,Potato,0.4,0.492,0.063,33,3,3
Saudi Arabia,arid,22.607,45.443,2021-12-29,12,39.4,14.5,13.6,3.6,Sugarcane,0.3,0.597,0.0,35,0,6
Brazil,tropical,-12.7353,-51.7063,2023-07-27,7,24.6,77.9,55.2,8.3,Rice,0.6,0.527,0.0,4,4,4
Sri Lanka,tropical,8.5869,80.685,2023-04-20,4,32.0,86.4,89.7,6.7,Cotton,0.5,0.273,0.0,39,4,1
USA,temperate,40.5679,-97.6161,2022-02-21,2,8.8,71.0,80.0,13.7,Rice,0.6,0.574,0.043,44,3,4
Nepal,highland,27.3374,83.0762,2023-04-30,4,16.0,52.3,86.9,14.6,Rice,0.6,0.253,0.0,24,2,4
Spain,temperate,40.9836,-2.3836,2022-08-09,8,26.0,82.8,80.1,2.1,Wheat,0.8,0.5,0.04,38,3,7
Norway,continental,59.4698,9.2364,2022-05-23,5,12.7,59.5,0.5,23.3,Barley,0.7,0.553,0.098,28,1,0
Egypt,arid,26.7788,31.8025,2022-12-31,12,38.8,20.1,2.9,14.8,Maize,0.7,0.338,0.02,9,0,2
Indonesia,tropical,1.1211,114.6144,2021-03-14,3,23.4,84.6,38.0,1.4,Rice,0.6,0.535,0.021,16,4,4
